,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
94,99,2024,2024-09-08,1,BUF,ARI,W 34-28,True,True,23,232,2,39,2,josh allen
95,100,2024,2024-09-12,2,BUF,MIA,W 31-10,False,True,19,139,1,2,0,josh allen
96,101,2024,2024-09-23,3,BUF,JAX,W 47-10,True,True,30,263,4,44,0,josh allen
97,102,2024,2024-09-29,4,BUF,BAL,L 10-35,False,True,29,180,0,21,0,josh allen
98,103,2024,2024-10-06,5,BUF,HOU,L 20-23,False,True,30,131,1,54,0,josh allen
