,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
96,116,2024,2024-09-05,1,KAN,BAL,W 27-20,True,True,28,291,1,3,0,patrick mahomes
97,117,2024,2024-09-15,2,KAN,CIN,W 26-25,True,True,25,151,2,29,0,patrick mahomes
98,118,2024,2024-09-22,3,KAN,ATL,W 22-17,False,True,39,217,2,17,0,patrick mahomes
99,119,2024,2024-09-29,4,KAN,LAC,W 17-10,False,True,29,245,1,12,0,patrick mahomes
100,120,2024,2024-10-07,5,KAN,NOR,W 26-13,True,True,39,331,0,22,0,patrick mahomes
