,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
62,68,2024,2024-09-06,1,PHI,GNB,W 34-29,True,True,34.0,278.0,2.0,33.0,0.0,jalen hurts
63,69,2024,2024-09-16,2,PHI,ATL,L 21-22,True,True,30.0,183.0,1.0,85.0,1.0,jalen hurts
64,70,2024,2024-09-22,3,PHI,NOR,W 15-12,False,True,38.0,311.0,0.0,25.0,0.0,jalen hurts
65,71,2024,2024-09-29,4,PHI,TAM,L 16-33,False,True,30.0,158.0,1.0,20.0,1.0,jalen hurts
