,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
159,164,2024,2024-09-08,1,NOR,CAR,W 47-10,True,True,23,200,3,13,0,derek carr
160,165,2024,2024-09-15,2,NOR,DAL,W 44-19,False,True,16,243,2,1,1,derek carr
161,166,2024,2024-09-22,3,NOR,PHI,L 12-15,True,True,25,142,1,3,0,derek carr
162,167,2024,2024-09-29,4,NOR,ATL,L 24-26,False,True,36,239,0,5,0,derek carr
163,168,2024,2024-10-07,5,NOR,KAN,L 13-26,False,True,28,165,2,0,0,derek carr
