,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
114,132,2024,2024-09-08,1,DAL,CLE,W 33-17,False,True,32,179,1,3,0,dak prescott
115,133,2024,2024-09-15,2,DAL,NOR,L 19-44,True,True,39,293,1,12,0,dak prescott
116,134,2024,2024-09-22,3,DAL,BAL,L 25-28,True,True,51,379,2,7,1,dak prescott
117,135,2024,2024-09-26,4,DAL,NYG,W 20-15,False,True,27,221,2,-1,0,dak prescott
118,136,2024,2024-10-06,5,DAL,PIT,W 20-17,False,True,42,352,2,3,0,dak prescott
