,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
53,68,2024,2024-09-08,1,MIA,JAX,W 20-17,True,True,37,338,1,11,0,tua tagovailoa
54,69,2024,2024-09-12,2,MIA,BUF,L 10-31,True,True,25,145,1,17,0,tua tagovailoa
