,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
86,100,2024,2024-09-05,1,BAL,KAN,L 20-27,False,True,41,273,1,122,0,lamar jackson
87,101,2024,2024-09-15,2,BAL,LVR,L 23-26,True,True,34,247,1,45,0,lamar jackson
88,102,2024,2024-09-22,3,BAL,DAL,W 28-25,False,True,15,182,1,87,1,lamar jackson
89,103,2024,2024-09-29,4,BAL,BUF,W 35-10,True,True,18,156,2,54,1,lamar jackson
90,104,2024,2024-10-06,5,BAL,CIN,W 41-38,False,True,42,348,4,55,0,lamar jackson
