,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
89,100,2024,2024-09-08,1,TAM,WAS,W 37-20,True,True,30,289,4,21,0,baker mayfield
90,101,2024,2024-09-15,2,TAM,DET,W 20-16,False,True,19,185,1,34,1,baker mayfield
91,102,2024,2024-09-22,3,TAM,DEN,L 7-26,True,True,33,163,1,0,0,baker mayfield
92,103,2024,2024-09-29,4,TAM,PHI,W 33-16,True,True,47,347,2,10,1,baker mayfield
93,104,2024,2024-10-03,5,TAM,ATL,L 30-36,False,True,24,180,3,42,0,baker mayfield
