,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
40,52,2024,2024-09-08,1,PIT,ATL,W 18-10,False,True,23,156,0,57,0,justin fields
41,53,2024,2024-09-15,2,PIT,DEN,W 13-6,False,True,20,117,1,27,0,justin fields
42,54,2024,2024-09-22,3,PIT,LAC,W 20-10,True,True,32,245,1,6,1,justin fields
43,55,2024,2024-09-29,4,PIT,IND,L 24-27,False,True,34,312,1,55,2,justin fields
44,56,2024,2024-10-06,5,PIT,DAL,L 17-20,True,True,27,131,2,27,0,justin fields
