,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
117,132,2024,2024-09-08,1,DET,LAR,W 26-20,True,True,28,217,1,7,0,jared goff
118,133,2024,2024-09-15,2,DET,TAM,L 16-20,True,True,55,307,0,5,0,jared goff
119,134,2024,2024-09-22,3,DET,ARI,W 20-13,False,True,23,199,2,6,0,jared goff
120,135,2024,2024-09-30,4,DET,SEA,W 42-29,True,True,18,292,2,-2,0,jared goff
