,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,name
150,196,2024,2024-09-08,1,ATL,PIT,L 10-18,True,True,26,155,1,0,0,kirk cousins
151,197,2024,2024-09-16,2,ATL,PHI,W 22-21,False,True,29,241,2,-1,0,kirk cousins
152,198,2024,2024-09-22,3,ATL,KAN,L 17-22,True,True,29,230,1,-1,0,kirk cousins
153,199,2024,2024-09-29,4,ATL,NOR,W 26-24,True,True,35,238,0,0,0,kirk cousins
154,200,2024,2024-10-03,5,ATL,TAM,W 36-30,True,True,58,509,4,0,0,kirk cousins
