Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
119,2016,2016-10-23,7,7,28.259,DET,,WAS,W 20-17,*,18,29,62.07,266,1,0,103.5,3,16,9.17,9.86,2,32,16.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,53,100%,0,0%,0,0%,
120,2016,2016-10-30,8,8,28.266,DET,@,HOU,L 13-20,*,27,41,65.85,240,1,0,89.5,1,9,5.85,6.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,
121,2016,2016-11-06,9,9,28.273,DET,@,MIN,W 22-16,*,23,36,63.89,219,2,1,87.6,1,5,6.08,5.94,0,0,,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,
122,2016,2016-11-20,10,11,28.287,DET,,JAX,W 26-19,*,24,33,72.73,278,0,0,97.8,3,15,8.42,8.42,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,
123,2016,2016-11-24,11,12,28.291,DET,,MIN,W 16-13,*,23,40,57.50,232,1,0,82.5,2,18,5.80,6.30,4,30,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,
124,2016,2016-12-04,12,13,28.301,DET,@,NOR,W 28-13,*,30,42,71.43,341,2,0,111.3,2,4,8.12,9.07,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,
125,2016,2016-12-11,13,14,28.308,DET,,CHI,W 20-17,*,21,35,60.00,223,1,2,64.3,3,14,6.37,4.37,4,15,3.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,72,100%,0,0%,0,0%,
126,2016,2016-12-18,14,15,28.315,DET,@,NYG,L 6-17,*,24,39,61.54,273,0,1,71.8,1,5,7.00,5.85,2,13,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,
127,2016,2016-12-26,15,16,28.323,DET,@,DAL,L 21-42,*,26,46,56.52,260,0,1,63.7,4,31,5.65,4.67,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,71,100%,0,0%,0,0%,
128,2016,2017-01-01,16,17,28.329,DET,,GNB,L 24-31,*,26,41,63.41,347,2,1,96.3,2,15,8.46,8.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,
129,2017,2017-09-10,1,1,29.215,DET,,ARI,W 35-23,*,29,41,70.73,292,4,1,113.1,1,7,7.12,7.98,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,71,100%,0,0%,0,0%,
130,2017,2017-09-18,2,2,29.223,DET,@,NYG,W 24-10,*,15,21,71.43,122,2,0,117.6,3,3,5.81,7.71,3,23,7.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,62,100%,0,0%,0,0%,
131,2017,2017-09-24,3,3,29.229,DET,,ATL,L 26-30,*,25,45,55.56,264,1,0,80.2,2,11,5.87,6.31,2,19,9.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,
132,2017,2017-10-01,4,4,29.236,DET,@,MIN,W 14-7,*,19,31,61.29,209,0,0,81.2,6,55,6.74,6.74,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,70,100%,0,0%,0,0%,
133,2017,2017-10-08,5,5,29.243,DET,,CAR,L 24-27,*,23,35,65.71,229,2,0,103.2,6,37,6.54,7.69,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,61,100%,0,0%,0,0%,
134,2017,2017-10-15,6,6,29.250,DET,@,NOR,L 38-52,*,25,52,48.08,312,3,3,62.3,5,31,6.00,4.56,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,81,100%,0,0%,0,0%,
135,2017,2017-10-29,7,8,29.264,DET,,PIT,L 15-20,*,27,45,60.00,423,0,0,91.2,2,12,9.40,9.40,1,11,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,
136,2017,2017-11-06,8,9,29.272,DET,@,GNB,W 30-17,*,26,33,78.79,361,2,0,132.4,1,8,10.94,12.15,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,
137,2017,2017-11-12,9,10,29.278,DET,,CLE,W 38-24,*,17,26,65.38,249,3,1,118.9,4,8,9.58,10.15,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,100%,0,0%,0,0%,
138,2017,2017-11-19,10,11,29.285,DET,@,CHI,W 27-24,*,21,31,67.74,299,2,0,120.2,3,12,9.65,10.94,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,63,100%,0,0%,0,0%,
139,2017,2017-11-23,11,12,29.289,DET,,MIN,L 23-30,*,20,35,57.14,250,2,1,86.6,3,14,7.14,7.00,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-3,0,59,100%,0,0%,0,0%,
140,2017,2017-12-03,12,13,29.299,DET,@,BAL,L 20-44,*,24,29,82.76,292,1,1,105.7,3,22,10.07,9.21,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-10,0,54,86%,0,0%,0,0%,
141,2017,2017-12-10,13,14,29.306,DET,@,TAM,W 24-21,*,36,44,81.82,381,1,2,91.4,0,0,8.66,7.07,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,
142,2017,2017-12-16,14,15,29.312,DET,,CHI,W 20-10,*,25,33,75.76,237,2,0,115.3,4,35,7.18,8.39,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,
143,2017,2017-12-24,15,16,29.320,DET,@,CIN,L 17-26,*,19,35,54.29,203,1,1,69.1,2,14,5.80,5.09,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,
144,2017,2017-12-31,16,17,29.327,DET,,GNB,W 35-11,*,20,29,68.97,323,3,0,140.4,2,18,11.14,13.21,2,2,1.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,
145,2018,2018-09-10,1,1,30.215,DET,,NYJ,L 17-48,*,27,46,58.70,286,1,4,47.9,0,0,6.22,2.74,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,89%,0,0%,0,0%,
146,2018,2018-09-16,2,2,30.221,DET,@,SFO,L 27-30,*,34,53,64.15,347,3,0,101.7,2,18,6.55,7.68,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,77,100%,0,0%,0,0%,
147,2018,2018-09-23,3,3,30.228,DET,,NWE,W 26-10,*,27,36,75.00,262,2,1,101.9,1,7,7.28,7.14,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,
148,2018,2018-09-30,4,4,30.235,DET,@,DAL,L 24-26,*,24,30,80.00,307,2,0,131.5,3,21,10.23,11.57,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,100%,0,0%,0,0%,
149,2018,2018-10-07,5,5,30.242,DET,,GNB,W 31-23,*,14,26,53.85,183,2,0,101.9,3,13,7.04,8.58,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,
150,2018,2018-10-21,6,7,30.256,DET,@,MIA,W 32-21,*,18,22,81.82,217,2,0,138.1,1,8,9.86,11.68,4,9,2.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,64,100%,0,0%,0,0%,
151,2018,2018-10-28,7,8,30.263,DET,,SEA,L 14-28,*,27,40,67.50,310,2,1,96.9,3,13,7.75,7.63,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,59,100%,0,0%,0,0%,
152,2018,2018-11-04,8,9,30.270,DET,@,MIN,L 9-24,*,25,36,69.44,199,0,0,83.0,10,56,5.53,5.53,5,6,1.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,70,100%,0,0%,0,0%,
153,2018,2018-11-11,9,10,30.277,DET,@,CHI,L 22-34,*,25,42,59.52,274,2,2,74.9,6,45,6.52,5.33,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,78,100%,0,0%,0,0%,
154,2018,2018-11-18,10,11,30.284,DET,,CAR,W 20-19,*,23,37,62.16,220,1,0,87.7,1,5,5.95,6.49,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,
155,2018,2018-11-22,11,12,30.288,DET,,CHI,L 16-23,*,28,38,73.68,236,0,2,67.4,2,14,6.21,3.84,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,
156,2018,2018-12-02,12,13,30.298,DET,,LAR,L 16-30,*,20,33,60.61,245,1,1,81.0,4,37,7.42,6.67,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,72,100%,0,0%,0,0%,
157,2018,2018-12-09,13,14,30.305,DET,@,ARI,W 17-3,*,15,23,65.22,101,0,0,74.7,1,5,4.39,4.39,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,
158,2018,2018-12-16,14,15,30.312,DET,@,BUF,L 13-14,*,22,29,75.86,208,1,0,106.7,0,0,7.17,7.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,
159,2018,2018-12-23,15,16,30.319,DET,,MIN,L 9-27,*,18,32,56.25,116,0,0,64.1,2,11,3.63,3.63,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,80%,0,0%,0,0%,
160,2018,2018-12-30,16,17,30.326,DET,@,GNB,W 31-0,*,20,32,62.50,266,2,0,109.6,1,2,8.31,9.56,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,
161,2019,2019-09-08,1,1,31.213,DET,@,ARI,T 27-27,*,27,45,60.00,385,3,0,110.0,3,24,8.56,9.89,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,84,100%,0,0%,0,0%,
162,2019,2019-09-15,2,2,31.220,DET,,LAC,W 13-10,*,22,30,73.33,245,2,2,91.7,0,0,8.17,6.50,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,
163,2019,2019-09-22,3,3,31.227,DET,@,PHI,W 27-24,*,18,32,56.25,201,1,0,85.5,0,0,6.28,6.91,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
164,2019,2019-09-29,4,4,31.234,DET,,KAN,L 30-34,*,21,34,61.76,291,3,0,118.6,4,30,8.56,10.32,2,18,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,76,100%,0,0%,0,0%,
165,2019,2019-10-14,5,6,31.249,DET,@,GNB,L 22-23,*,18,32,56.25,265,0,0,83.5,3,22,8.28,8.28,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-5,0,55,100%,0,0%,0,0%,
166,2019,2019-10-20,6,7,31.255,DET,,MIN,L 30-42,*,30,45,66.67,364,4,1,111.7,2,12,8.09,8.87,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,
167,2019,2019-10-27,7,8,31.262,DET,,NYG,W 31-26,*,25,32,78.13,342,3,1,129.4,4,26,10.69,11.16,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,
168,2019,2019-11-03,8,9,31.269,DET,@,OAK,L 24-31,*,26,41,63.41,406,3,1,110.4,2,23,9.90,10.27,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,-5,0,69,100%,0,0%,0,0%,
177,2020,2020-09-13,1,1,32.219,DET,,CHI,L 23-27,*,24,42,57.14,297,1,1,77.2,1,9,7.07,6.48,5,23,4.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,
178,2020,2020-09-20,2,2,32.226,DET,@,GNB,L 21-42,*,20,33,60.61,244,2,1,91.0,4,26,7.39,7.24,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
179,2020,2020-09-27,3,3,32.233,DET,@,ARI,W 26-23,*,22,31,70.97,270,2,0,119.0,4,38,8.71,10.00,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,
180,2020,2020-10-04,4,4,32.240,DET,,NOR,L 29-35,*,17,31,54.84,206,3,1,94.3,3,15,6.65,7.13,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
181,2020,2020-10-18,5,6,32.254,DET,@,JAX,W 34-16,*,19,31,61.29,223,1,1,80.4,0,0,7.19,6.39,5,14,2.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,
182,2020,2020-10-25,6,7,32.261,DET,@,ATL,W 23-22,*,25,36,69.44,340,1,0,108.6,2,18,9.44,10.00,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
183,2020,2020-11-01,7,8,32.268,DET,,IND,L 21-41,*,24,42,57.14,336,3,1,96.9,5,39,8.00,8.36,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,
184,2020,2020-11-08,8,9,32.275,DET,@,MIN,L 20-34,*,23,32,71.88,211,1,2,73.8,2,13,6.59,4.41,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,80%,0,0%,0,0%,
185,2020,2020-11-15,9,10,32.282,DET,,WAS,W 30-27,*,24,33,72.73,276,3,0,127.8,1,9,8.36,10.18,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
186,2020,2020-11-22,10,11,32.289,DET,@,CAR,L 0-20,*,18,33,54.55,178,0,0,70.0,5,33,5.39,5.39,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,
187,2020,2020-11-26,11,12,32.293,DET,,HOU,L 25-41,*,28,42,66.67,295,1,1,84.9,4,16,7.02,6.43,1,3,3.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,82,100%,0,0%,0,0%,
188,2020,2020-12-06,12,13,32.303,DET,@,CHI,W 34-30,*,27,42,64.29,402,3,1,109.4,2,2,9.57,9.93,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,
189,2020,2020-12-13,13,14,32.310,DET,,GNB,L 24-31,*,24,34,70.59,244,1,0,100.6,4,31,7.18,7.76,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,
190,2020,2020-12-20,14,15,32.317,DET,@,TEN,L 25-46,*,22,32,68.75,252,1,0,102.6,0,0,7.88,8.50,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,56,86%,0,0%,0,0%,
191,2020,2020-12-26,15,16,32.323,DET,,TAM,L 7-47,*,2,3,66.67,17,0,0,81.2,0,0,5.67,5.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,8%,0,0%,0,0%,
192,2020,2021-01-03,16,17,32.331,DET,,MIN,L 35-37,*,20,31,64.52,293,3,1,114.0,1,5,9.45,9.94,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,
193,2021,2021-09-12,1,1,33.217,LAR,,CHI,W 34-14,*,20,26,76.92,321,3,0,156.1,1,9,12.35,14.65,5,-5,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,
194,2021,2021-09-19,2,2,33.224,LAR,@,IND,W 27-24,*,19,30,63.33,278,2,1,101.8,1,8,9.27,9.10,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
195,2021,2021-09-26,3,3,33.231,LAR,,TAM,W 34-24,*,27,38,71.05,343,4,0,134.0,1,12,9.03,11.13,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
196,2021,2021-10-03,4,4,33.238,LAR,,ARI,L 20-37,*,26,41,63.41,280,2,1,89.5,0,0,6.83,6.71,6,21,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,
197,2021,2021-10-07,5,5,33.242,LAR,@,SEA,W 26-17,*,25,37,67.57,365,1,1,97.2,1,7,9.86,9.19,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,
198,2021,2021-10-17,6,6,33.252,LAR,@,NYG,W 38-11,*,22,28,78.57,251,4,1,128.7,2,17,8.96,10.21,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,56,85%,0,0%,0,0%,
199,2021,2021-10-24,7,7,33.259,LAR,,DET,W 28-19,*,28,41,68.29,334,3,0,117.3,1,7,8.15,9.61,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
200,2021,2021-10-31,8,8,33.266,LAR,@,HOU,W 38-22,*,21,32,65.63,305,3,0,127.7,0,0,9.53,11.41,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,
201,2021,2021-11-07,9,9,33.273,LAR,,TEN,L 16-28,*,31,48,64.58,294,1,2,71.0,5,41,6.13,4.67,2,13,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,
202,2021,2021-11-15,10,10,33.281,LAR,@,SFO,L 10-31,*,26,41,63.41,243,1,2,67.4,2,19,5.93,4.22,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,
203,2021,2021-11-28,11,12,33.294,LAR,@,GNB,L 28-36,*,21,38,55.26,302,3,1,96.6,2,17,7.95,8.34,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,62,100%,0,0%,0,0%,
204,2021,2021-12-05,12,13,33.301,LAR,,JAX,W 37-7,*,26,38,68.42,295,3,0,117.8,1,5,7.76,9.34,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,93%,0,0%,0,0%,
205,2021,2021-12-13,13,14,33.309,LAR,@,ARI,W 30-23,*,23,30,76.67,287,3,0,139.2,3,20,9.57,11.57,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,58,100%,0,0%,0,0%,
206,2021,2021-12-21,14,15,33.317,LAR,,SEA,W 20-10,*,21,29,72.41,244,2,1,106.1,4,35,8.41,8.24,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,
207,2021,2021-12-26,15,16,33.322,LAR,@,MIN,W 30-23,*,21,37,56.76,197,1,3,46.8,0,0,5.32,2.22,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,2,0,70,100%,0,0%,0,0%,
208,2021,2022-01-02,16,17,33.329,LAR,@,BAL,W 20-19,*,26,35,74.29,309,2,2,96.0,1,9,8.83,7.40,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,58,100%,0,0%,0,0%,
209,2021,2022-01-09,17,18,33.336,LAR,,SFO,L 24-27,*,21,32,65.63,238,3,2,93.0,5,37,7.44,6.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
210,2022,2022-09-08,1,1,34.213,LAR,,BUF,L 10-31,*,29,41,70.73,240,1,3,63.1,7,49,5.85,3.05,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0,1,0,0,1,0,0,1,0,0,67,100%,0,0%,0,0%,
211,2022,2022-09-18,2,2,34.223,LAR,,ATL,W 31-27,*,27,36,75.00,272,3,2,100.7,1,0,7.56,6.72,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,
212,2022,2022-09-25,3,3,34.230,LAR,@,ARI,W 20-12,*,18,25,72.00,249,0,0,103.6,1,10,9.96,9.96,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,100%,0,0%,0,0%,
213,2022,2022-10-03,4,4,34.238,LAR,@,SFO,L 9-24,*,32,48,66.67,254,0,1,71.0,7,54,5.29,4.35,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,74,100%,0,0%,0,0%,
214,2022,2022-10-09,5,5,34.244,LAR,,DAL,L 10-22,*,28,42,66.67,308,1,1,86.2,5,35,7.33,6.74,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,65,100%,0,0%,0,0%,
215,2022,2022-10-16,6,6,34.251,LAR,,CAR,W 24-10,*,26,33,78.79,253,1,1,96.1,1,4,7.67,6.91,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
216,2022,2022-10-30,7,8,34.265,LAR,,SFO,L 14-31,*,22,33,66.67,187,1,0,91.4,2,20,5.67,6.27,2,-1,-0.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,
217,2022,2022-11-06,8,9,34.272,LAR,@,TAM,L 13-16,*,13,27,48.15,165,1,0,80.0,4,27,6.11,6.85,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,57,100%,0,0%,0,0%,
219,2022,2022-11-20,10,11,34.286,LAR,@,NOR,L 20-27,*,11,18,61.11,159,2,0,126.9,1,9,8.83,11.06,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,59%,0,0%,0,0%,
227,2023,2023-09-10,1,1,35.215,LAR,@,SEA,W 30-13,*,24,38,63.16,334,0,0,91.3,0,0,8.79,8.79,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,
228,2023,2023-09-17,2,2,35.222,LAR,,SFO,L 23-30,*,34,55,61.82,307,1,2,67.8,1,10,5.58,4.31,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,80,100%,0,0%,0,0%,
229,2023,2023-09-25,3,3,35.230,LAR,@,CIN,L 16-19,*,18,33,54.55,269,1,2,66.4,6,48,8.15,6.03,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,
230,2023,2023-10-01,4,4,35.236,LAR,@,IND,W 29-23,*,27,40,67.50,319,1,1,89.5,2,16,7.98,7.35,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,82,100%,0,0%,0,0%,
231,2023,2023-10-08,5,5,35.243,LAR,,PHI,L 14-23,*,21,37,56.76,222,2,0,92.4,4,27,6.00,7.08,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,
232,2023,2023-10-15,6,6,35.250,LAR,,ARI,W 26-9,*,15,24,62.50,226,1,0,107.3,3,23,9.42,10.25,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,
233,2023,2023-10-22,7,7,35.257,LAR,,PIT,L 17-24,*,14,29,48.28,231,1,1,72.6,2,12,7.97,7.10,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,
