,Time,Year,Date,Week,Tm,Opp,Result,Home,Started,Att,PassYds,PassTD,RushYds,RushTD,def_rk,name
58,170,2023,2023-11-05,9,SEA,BAL,L 3-37,False,True,28,157,0,4,0,6.0,geno smith
59,171,2023,2023-11-12,10,SEA,WAS,W 29-26,True,True,47,369,2,13,0,32.0,geno smith
60,172,2023,2023-11-19,11,SEA,LAR,L 16-17,False,True,34,233,1,-1,0,20.0,geno smith
61,173,2023,2023-11-23,12,SEA,SFO,L 13-31,True,True,27,180,0,21,0,14.0,geno smith
62,174,2023,2023-11-30,13,SEA,DAL,L 35-41,False,True,41,334,3,6,1,5.0,geno smith
63,177,2023,2023-12-24,16,SEA,TEN,W 20-17,False,True,36,227,2,2,0,18.0,geno smith
64,178,2023,2023-12-31,17,SEA,PIT,L 23-30,True,True,33,290,1,33,0,17.0,geno smith
65,179,2023,2024-01-07,18,SEA,ARI,W 21-20,False,True,28,189,2,28,0,13.0,geno smith
66,180,2024,2024-09-08,1,SEA,DEN,W 26-20,True,True,25,171,1,30,1,,geno smith
67,181,2024,2024-09-15,2,SEA,NWE,W 23-20,False,True,44,327,1,8,0,,geno smith
68,182,2024,2024-09-22,3,SEA,MIA,W 24-3,True,True,34,289,1,-2,0,,geno smith
69,183,2024,2024-09-30,4,SEA,DET,L 29-42,False,True,56,395,1,38,0,,geno smith
70,184,2024,2024-10-06,5,SEA,NYG,L 20-29,True,True,40,284,1,72,0,,geno smith
71,185,2024,2024-10-10,6,SEA,SFO,L 24-36,True,True,52,312,1,0,0,,geno smith
